time,addr,bus,data
0.1686980000001217,1089536,0,ab1cc200000000
0.20179399999982017,1089537,0,06000000000000
10.73739999999984,205299712,0,1d5f
14.713489999999853,2015,0,0201000000000000
15.75482399999992,417018865,0,0209020000000000
59.53759,135307286,0,00042d00
59.5400839999998,135307286,0,00043c00
59.541012,35168262,0,0000000000000000
59.541306,1089542,0,0000000000000000
59.541602000000005,2662406,0,7e07ed7fe0000000
59.541892,34643974,0,ff0fff0000008000
59.542178,102277121,0,002803b12929a100
59.542454,3710988,0,1e543e8e03a58306
59.54273200000001,135307264,0,00fe0000
59.54295,103325697,0,002f00000b000060
59.54866999999978,2662406,0,7e07ed7fe0000000
59.548959999999774,34643974,0,ff01ff0000008000
59.54906000000013,102277121,0,002903af2a2aa000
59.549340000000136,3710988,0,1e543e8e05a58306
59.54965199999997,135307264,0,00fe0800
59.550096000000075,103325697,0,002f00000b000060
59.55038200000008,169385984,0,20204858004920a9
59.551404000000126,35168262,0,0000000000000000
59.55169800000012,1089542,0,0000000000000000
59.55199400000013,2662406,0,7e07ed7fe0000000
59.55228400000012,34643974,0,ff00ff0000008000
59.552570000000124,102277121,0,002903b12929a000
59.55284800000013,3710988,0,1e543e8e04a58306
59.55312600000013,135307264,0,00fe0400
59.55334400000013,103325697,0,002f00000b000060
59.557872000000124,135307286,0,00044b00
59.56142200000013,35168262,0,0000000000000000
59.561716000000125,1089542,0,0000000000000000
59.56248999999978,135307286,0,00045a00
59.56491399999978,169385985,0,0000804405211d00
59.56585400000001,102277121,0,002903af2a2aa000
59.56597800000015,135700737,0,06c5ffff7fffffff
59.566134,103325697,0,002f00000b000060
59.56626600000016,1089542,0,0000000000000000
59.56642,135307264,0,00fe0c00
59.566562000000154,2662406,0,7e17ed7fe0000000
59.56685000000015,34643974,0,ff02ff0000008000
59.567136000000154,35168262,0,0000000000000000
59.56743000000015,3710988,0,1e543e8e06a58306
59.57081800000001,135307286,0,00046900
59.57507000000002,169648129,0,0000000000000180
